562638,3644280,HK740289,11/01/2004 11:00:00 PM,005XX S MICHIGAN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,f,f,123,1,2,32,02,1177364,1897937,2004,05/14/2016 03:51:42 PM,41.875272573,-87.624251314,"(41.875272573, -87.624251314)"
577798,5785840,HN435358,01/01/2001 12:00:00 AM,079XX S MANISTEE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,f,f,422,4,7,46,02,1195849,1852812,2001,10/26/2007 01:04:16 AM,41.751008408,-87.557878302,"(41.751008408, -87.557878302)"
586964,5799746,HN610415,01/01/2001 12:01:00 AM,089XX S HOUSTON AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,OTHER,f,f,424,4,10,46,02,1198039,1846087,2001,01/09/2008 01:04:52 AM,41.732500059,-87.550077545,"(41.732500059, -87.550077545)"
587013,5799867,HN610142,11/01/2001 12:01:00 AM,074XX N GREENVIEW AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,f,f,2422,24,49,1,06,1164953,1949739,2001,10/02/2007 02:12:47 AM,42.017692122,-87.668343737,"(42.017692122, -87.668343737)"
591676,5807551,HN616442,11/13/2001 02:00:00 PM,005XX N PINE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,f,f,1523,15,37,25,06,1139469,1903270,2001,10/10/2007 01:49:09 AM,41.890681807,-87.76325783,"(41.890681807, -87.76325783)"
597730,5816618,HN626551,01/01/2001 03:00:00 PM,040XX N CLARENDON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,2322,19,46,3,06,1170157,1926943,2001,10/16/2007 01:03:59 AM,41.955026924,-87.649863652,"(41.955026924, -87.649863652)"
599122,5818845,HN628331,10/01/2001 12:00:00 AM,134XX S HOUSTON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,433,4,10,55,06,1198809,1816255,2001,11/09/2007 09:43:39 AM,41.650618872,-87.54825281,"(41.650618872, -87.54825281)"
599572,5819515,HN626170,10/09/2001 12:00:00 PM,010XX W MONTANA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1933,19,43,7,06,1168747,1916428,2001,10/27/2007 01:04:20 AM,41.92620404,-87.655352756,"(41.92620404, -87.655352756)"
600614,5821302,HN630985,05/10/2001 10:00:00 AM,008XX E 65TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,f,f,321,3,20,42,06,1183161,1862059,2001,11/10/2007 01:03:48 AM,41.776687486,-87.604085485,"(41.776687486, -87.604085485)"
600886,5821614,HN630757,08/08/2001 08:00:00 AM,101XX S BEVERLY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,2213,22,21,72,06,1168842,1837304,2001,10/11/2007 01:04:03 AM,41.709077516,-87.657291115,"(41.709077516, -87.657291115)"
606831,5829671,HN640091,10/22/2001 12:01:00 AM,072XX S BENNETT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,324,3,5,43,06,1189913,1857534,2001,10/28/2007 01:04:10 AM,41.764110736,-87.579478721,"(41.764110736, -87.579478721)"
618021,5846627,HN649296,12/08/2001 09:00:00 AM,011XX N LAWNDALE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1112,11,27,23,06,1151546,1907202,2001,11/09/2007 09:43:39 AM,41.901242865,-87.718801367,"(41.901242865, -87.718801367)"
632550,5868895,HN676914,10/25/2001 05:00:00 PM,016XX S PAULINA ST,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,f,t,1222,12,25,31,17,1165346,1891964,2001,03/11/2010 02:01:21 PM,41.859146112,-87.668546251,"(41.859146112, -87.668546251)"
633433,5870275,HN669209,11/01/2001 12:01:00 AM,090XX S LOWE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,2223,22,21,71,06,1173589,1845212,2001,11/09/2007 09:43:39 AM,41.7306746,-87.63967377,"(41.7306746, -87.63967377)"
635039,5872921,HN680480,07/31/2001 12:00:00 AM,040XX W IOWA ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1111,11,37,23,06,1148945,1905658,2001,11/10/2007 01:03:48 AM,41.8970567,-87.728395147,"(41.8970567, -87.728395147)"
635227,5873313,HN680886,07/01/2001 12:00:00 AM,057XX S HONORE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,715,7,15,67,06,1164961,1866536,2001,11/22/2007 01:04:51 AM,41.789377093,-87.670679354,"(41.789377093, -87.670679354)"
